Cust. #,State,Male ,Female,1st egg,Eggs,Fledge,Year
153003,AL,ASY,ASY,4/21/14,6,6,2014
153003,AL,ASY,ASY,4/28/14,5,5,2014
153003,AL,ASY,ASY,4/21/14,6,5,2014
153003,AL,ASY,ASY,4/22/14,5,4,2014
1426178,AL,,,5/20/14,4,4,2014
1426178,AL,,,5/6/14,4,4,2014
1426178,AL,,,5/21/14,4,3,2014
1426178,AL,,,5/7/14,5,5,2014
1426178,AL,,,5/13/14,4,4,2014
1426178,AL,,,5/6/14,5,2,2014
1426178,AL,,,5/14/14,4,3,2014
1426178,AL,,,5/14/14,1,0,2014
1426178,AL,,,5/5/14,6,4,2014
1426178,AL,,,5/6/14,3,3,2014
1426178,AL,,,5/5/14,6,3,2014
1426178,AL,,,5/6/14,9,3,2014
1426178,AL,,,5/7/14,5,4,2014
1426178,AL,,,5/6/14,5,4,2014
1426178,AL,,,5/26/14,4,4,2014
1426178,AL,,,5/27/14,2,0,2014
1426178,AL,,,5/26/14,5,5,2014
1426178,AL,,,5/21/14,4,4,2014
1426178,AL,,,5/5/14,5,3,2014
1426178,AL,,,5/28/14,1,0,2014
1426178,AL,,,5/28/14,5,3,2014
1426178,AL,,,4/29/14,5,4,2014
1426178,AL,,,4/27/14,5,5,2014
1426178,AL,,,4/30/14,4,4,2014
1426178,AL,,,5/19/14,5,5,2014
1426178,AL,,,4/30/14,3,3,2014
1426178,AL,,,4/30/14,4,4,2014
1426178,AL,,,5/7/14,4,4,2014
1426178,AL,,,5/6/14,5,5,2014
1426178,AL,,,4/29/14,6,0,2014
1426178,AL,,,6/2/14,5,4,2014
1426178,AL,,,4/29/14,3,0,2014
1426178,AL,,,6/1/14,5,3,2014
1426178,AL,,,4/29/14,4,4,2014
1426178,AL,,,5/13/14,4,4,2014
1426178,AL,,,5/5/14,5,5,2014
1426178,AL,,,5/27/14,3,3,2014
1426178,AL,,,5/7/14,5,5,2014
1426178,AL,,,4/29/14,4,3,2014
1426178,AL,,,5/13/14,4,1,2014
1426178,AL,,,5/6/14,4,4,2014
1426178,AL,,,5/12/15,4,3,2015
1426178,AL,,,5/6/15,5,3,2015
1426178,AL,,,5/18/15,8,0,2015
1426178,AL,,,5/11/15,5,4,2015
1426178,AL,,,4/26/15,6,5,2015
1426178,AL,,,4/13/15,6,6,2015
1426178,AL,,,6/9/15,4,4,2015
1426178,AL,,,5/5/15,4,0,2015
1426178,AL,,,5/5/15,5,4,2015
1426178,AL,,,5/4/15,6,2,2015
1426178,AL,,,5/11/15,5,3,2015
1426178,AL,,,5/4/15,5,5,2015
1426178,AL,,,5/11/15,4,4,2015
1426178,AL,,,5/5/15,6,6,2015
1426178,AL,,,4/27/15,6,6,2015
1426178,AL,,,5/13/15,4,0,2015
1426178,AL,,,4/27/15,5,5,2015
1426178,AL,,,5/4/15,5,4,2015
1426178,AL,,,5/5/15,5,0,2015
1426178,AL,,,5/4/15,5,5,2015
1426178,AL,,,5/10/15,6,5,2015
1426178,AL,,,4/27/15,5,2,2015
1426178,AL,,,5/5/15,5,5,2015
1426178,AL,,,4/26/15,6,6,2015
1426178,AL,,,4/13/15,5,5,2015
1426178,AL,,,5/6/15,4,0,2015
1426178,AL,,,4/26/15,6,5,2015
1426178,AL,,,5/11/15,4,4,2015
1426178,AL,,,5/11/15,5,4,2015
1426178,AL,,,5/4/15,4,4,2015
1426178,AL,,,5/13/15,2,2,2015
1426178,AL,,,5/4/15,5,4,2015
1426178,AL,,,5/5/15,5,5,2015
1426178,AL,,,4/26/15,5,5,2015
1426178,AL,,,5/12/15,6,6,2015
1426178,AL,,,5/4/15,5,3,2015
1426178,AL,,,4/27/15,5,4,2015
1426178,AL,,,4/14/15,3,0,2015
1426178,AL,,,5/4/15,5,5,2015
1426178,AL,,,5/13/15,4,3,2015
1426178,AL,,,4/15/15,4,2,2015
1426178,AL,,,5/5/15,5,5,2015
1426178,AL,,,4/15/15,2,0,2015
1426178,AL,,,4/27/15,4,3,2015
1426178,AL,,,5/5/15,4,3,2015
1426178,AL,,,5/12/15,3,2,2015
1426178,AL,,,5/5/15,6,4,2015
1426178,AL,,,5/13/15,3,2,2015
1426178,AL,,,4/20/15,5,4,2015
153003,AL,ASY,ASY,4/12/15,6,5,2015
153003,AL,ASY,SY,5/3/15,4,4,2015
153003,AL,ASY,ASY,5/1/15,6,5,2015
153003,AL,ASY,ASY,4/15/15,5,3,2015
153003,AL,ASY,ASY,4/15/15,6,6,2015
153003,AL,ASY,ASY,4/12/15,5,5,2015
153003,AL,ASY,ASY,4/15/15,5,4,2015
153003,AL,SY,SY,5/8/15,5,5,2015
153003,AL,ASY,ASY,4/11/15,5,0,2015
153003,AL,ASY,ASY,5/11/15,5,5,2015
153003,AL,ASY,ASY,4/16/15,5,4,2015
153003,AL,ASY,ASY,4/23/15,6,2,2015
153003,AL,ASY,ASY,4/11/15,6,5,2015
153003,AL,,,6/23/15,4,3,2015
1425476,AL,,,4/28/15,4,4,2015
1425476,AL,,,5/8/15,5,5,2015
1425476,AL,,,5/11/15,6,6,2015
1425476,AL,,,5/7/15,4,3,2015
1425476,AL,,,5/3/15,6,6,2015
1425476,AL,,,5/7/15,5,5,2015
1425476,AL,,,5/8/15,6,6,2015
1425476,AL,,,5/7/15,6,6,2015
1425476,AL,,,5/8/15,5,4,2015
1425476,AL,,,4/29/15,7,7,2015
1425476,AL,,,4/29/15,6,5,2015
1425476,AL,,,5/6/15,5,4,2015
1425476,AL,,,4/18/15,6,5,2015
1425476,AL,,,5/11/15,5,4,2015
1425476,AL,,,4/17/15,6,5,2015
1425476,AL,,,5/2/15,5,5,2015
1425476,AL,,,5/11/15,5,4,2015
1425476,AL,,,5/5/15,6,6,2015
1425476,AL,,,5/3/15,5,5,2015
1425476,AL,,,5/6/15,5,4,2015
1425476,AL,,,5/11/15,6,6,2015
1425476,AL,,,5/12/15,4,3,2015
1425476,AL,,,5/7/15,5,5,2015
1425476,AL,,,4/18/15,6,6,2015
1425476,AL,,,4/25/15,5,4,2015
1425476,AL,,,5/7/15,5,5,2015
1425476,AL,,,5/3/15,6,6,2015
1425476,AL,,,5/3/15,5,5,2015
1425476,AL,,,5/11/15,7,6,2015
1425476,AL,,,4/18/15,5,2,2015
1425476,AL,,,4/21/15,6,5,2015
1425476,AL,,,5/8/15,6,6,2015
1425476,AL,,,5/3/15,5,4,2015
1425476,AL,,,4/24/15,5,5,2015
1425476,AL,,,4/27/15,5,5,2015
1425476,AL,,,5/6/15,5,5,2015
1425476,AL,,,4/25/15,5,3,2015
1425476,AL,,,5/12/15,5,5,2015
1426178,AL,,,5/10/16,1,0,2016
1426178,AL,,,5/10/16,3,3,2016
1426178,AL,,,5/3/16,6,6,2016
1426178,AL,,,4/27/16,5,4,2016
1426178,AL,,,4/25/16,5,4,2016
1426178,AL,,,5/11/16,5,5,2016
1426178,AL,,,5/4/16,6,6,2016
1426178,AL,,,5/26/16,2,2,2016
1426178,AL,,,5/27/16,2,0,2016
1426178,AL,,,5/9/16,3,2,2016
1426178,AL,,,4/29/16,5,5,2016
1426178,AL,,,4/29/16,5,4,2016
1426178,AL,,,4/26/16,5,5,2016
1426178,AL,,,5/19/16,6,4,2016
1426178,AL,,,4/27/16,6,4,2016
1426178,AL,,,5/4/16,4,4,2016
1426178,AL,,,5/2/16,6,6,2016
1426178,AL,,,5/2/16,6,5,2016
1426178,AL,,,4/18/16,6,6,2016
1426178,AL,,,5/4/16,6,6,2016
1426178,AL,,,4/29/16,5,5,2016
1426178,AL,,,5/8/16,5,4,2016
1426178,AL,,,4/25/16,6,5,2016
1426178,AL,,,5/4/16,4,4,2016
1426178,AL,,,5/24/16,1,0,2016
1426178,AL,,,5/21/16,4,3,2016
1426178,AL,,,5/12/16,5,5,2016
1426178,AL,,,4/24/16,6,6,2016
1426178,AL,,,5/4/16,8,7,2016
1426178,AL,,,6/2/16,3,3,2016
1426178,AL,,,5/5/16,5,5,2016
1426178,AL,,,5/5/16,6,3,2016
1426178,AL,,,5/6/16,4,2,2016
1426178,AL,,,6/13/16,5,2,2016
1426178,AL,,,5/10/16,5,1,2016
1426178,AL,,,4/26/16,5,5,2016
1426178,AL,,,5/8/16,5,5,2016
1426178,AL,,,5/4/16,5,4,2016
1426178,AL,,,5/4/16,4,4,2016
1426178,AL,,,5/4/16,5,5,2016
1426178,AL,,,5/9/16,5,4,2016
1426178,AL,,,4/27/16,5,5,2016
1426178,AL,,,4/25/16,5,5,2016
1426178,AL,,,4/25/16,5,5,2016
1426178,AL,,,5/6/16,6,6,2016
1426178,AL,,,5/20/16,5,5,2016
1426178,AL,,,5/20/16,5,5,2016
1426178,AL,,,5/21/16,5,5,2016
1426178,AL,,,4/25/16,5,2,2016
1426178,AL,,,5/4/16,4,2,2016
1426178,AL,,,5/7/16,6,5,2016
1426178,AL,,,5/7/16,6,6,2016
1426178,AL,,,5/11/16,4,4,2016
1426178,AL,,,4/26/16,5,5,2016
1426178,AL,,,5/3/16,5,5,2016
1426178,AL,,,4/26/16,6,6,2016
1426178,AL,,,5/4/16,5,4,2016
1426178,AL,,,5/11/16,5,5,2016
1426178,AL,,,4/23/16,5,5,2016
1426178,AL,,,4/26/16,4,4,2016
1426178,AL,,,3/27/16,5,4,2016
1426178,AL,,,4/24/16,6,6,2016
1426178,AL,,,5/2/16,6,6,2016
1426178,AL,,,4/25/16,5,4,2016
1426178,AL,,,4/27/16,6,6,2016
1426178,AL,,,4/29/16,5,4,2016
1426178,AL,,,4/27/16,3,3,2016
1426178,AL,,,4/27/16,6,5,2016
1426178,AL,,,5/4/16,5,5,2016
1426178,AL,,,4/24/16,6,6,2016
1426178,AL,,,4/24/16,6,6,2016
1426178,AL,,,4/15/16,6,5,2016
1426178,AL,,,4/26/16,5,5,2016
1426178,AL,,,5/3/16,6,6,2016
1426178,AL,,,4/29/16,3,3,2016
1426178,AL,,,5/2/16,6,6,2016
1426178,AL,,,5/7/16,5,5,2016
1426178,AL,,,5/3/16,5,5,2016
1426178,AL,,,4/26/16,7,7,2016
1426178,AL,,,5/21/16,4,3,2016
1426178,AL,,,5/22/16,5,4,2016
1426178,AL,,,5/3/16,5,4,2016
1426178,AL,,,5/5/16,4,2,2016
1426178,AL,,,5/11/16,5,5,2016
1426178,AL,,,5/4/16,5,5,2016
1426178,AL,,,5/4/16,4,4,2016
1426178,AL,,,5/28/16,5,4,2016
1426178,AL,,,5/27/16,4,3,2016
166690,AL,,,5/3/16,6,5,2016
166690,AL,SY,,5/23/16,4,4,2016
166690,AL,,,5/12/16,6,6,2016
166690,AL,ASY,ASY,5/11/16,5,5,2016
166690,AL,ASY,,5/10/16,6,5,2016
166690,AL,,,5/15/16,5,5,2016
166690,AL,,,5/12/16,4,3,2016
166690,AL,,,5/4/16,5,3,2016
166690,AL,ASY,ASY,5/4/16,5,2,2016
166690,AL,,,5/16/16,1,0,2016
166690,AL,,,5/24/16,1,0,2016
166690,AL,,,5/13/16,3,0,2016
153003,AL,ASY,ASY,4/23/16,6,6,2016
153003,AL,ASY,ASY,4/20/16,5,5,2016
153003,AL,ASY,ASY,4/21/16,5,4,2016
153003,AL,ASY,ASY,4/12/16,6,6,2016
153003,AL,ASY,ASY,4/14/16,6,5,2016
153003,AL,ASY,ASY,4/7/16,5,5,2016
153003,AL,ASY,ASY,4/26/16,7,6,2016
153003,AL,SY,SY,4/25/16,5,2,2016
153003,AL,ASY,ASY,4/25/16,6,6,2016
153003,AL,SY,SY,4/18/16,6,4,2016
166690,AL,,,5/26/17,1,0,2017
166690,AL,,,5/14/17,5,2,2017
166690,AL,,,4/21/17,6,3,2017
166690,AL,,,5/23/17,4,3,2017
166690,AL,,,4/20/17,7,5,2017
166690,AL,,,4/18/17,6,6,2017
166690,AL,,,4/20/17,5,5,2017
166690,AL,,,5/31/17,5,4,2017
166690,AL,,,4/28/17,6,6,2017
166690,AL,,,5/22/17,4,3,2017
166690,AL,,,5/22/17,5,4,2017
166690,AL,,,4/16/17,5,5,2017
166690,AL,,,4/30/17,5,5,2017
166690,AL,,,4/29/17,7,3,2017
166690,AL,,,5/12/17,6,4,2017
166690,AL,,,5/26/17,1,0,2017
166690,AL,,,4/22/17,6,6,2017
166690,AL,,,4/18/17,6,5,2017
166690,AL,,,4/21/17,6,6,2017
166690,AL,,,4/21/17,5,4,2017
166690,AL,,,4/20/17,6,5,2017
166690,AL,,,4/21/17,6,6,2017
166690,AL,,,4/17/17,6,5,2017
166690,AL,,,5/23/17,3,0,2017
153003,AL,,,4/19/17,6,6,2017
153003,AL,,,4/21/17,5,4,2017
153003,AL,,,4/18/17,6,5,2017
153003,AL,,,4/14/17,5,2,2017
153003,AL,,,#DIV/0!,3,3,2017
153003,AL,,,#DIV/0!,7,7,2017
153003,AL,,,4/7/17,7,7,2017
153003,AL,,,4/13/17,5,4,2017
153003,AL,,,4/13/17,6,3,2017
153003,AL,,,4/22/17,5,0,2017
153003,AL,,,4/10/17,6,6,2017
1426178,AL,,,5/3/18,5,5,2018
1426178,AL,,,5/18/18,6,3,2018
1426178,AL,,,5/8/18,5,3,2018
1426178,AL,,,5/8/18,5,4,2018
1426178,AL,,,4/27/18,6,5,2018
1426178,AL,,,5/8/18,3,3,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/8/18,5,4,2018
1426178,AL,,,5/7/18,6,5,2018
1426178,AL,,,5/4/18,4,2,2018
1426178,AL,,,5/22/18,6,3,2018
1426178,AL,,,5/8/18,5,0,2018
1426178,AL,,,5/7/18,4,3,2018
1426178,AL,,,5/10/18,5,0,2018
1426178,AL,,,5/9/18,5,3,2018
1426178,AL,,,5/1/18,5,0,2018
1426178,AL,,,6/6/18,2,2,2018
1426178,AL,,,5/7/18,5,2,2018
1426178,AL,,,5/7/18,6,1,2018
1426178,AL,,,4/30/18,5,5,2018
1426178,AL,,,5/9/18,6,4,2018
1426178,AL,,,5/2/18,5,5,2018
1426178,AL,,,4/30/18,5,5,2018
1426178,AL,,,5/4/18,6,6,2018
1426178,AL,,,5/11/18,5,5,2018
1426178,AL,,,5/3/18,6,4,2018
1426178,AL,,,5/2/18,6,6,2018
1426178,AL,,,5/2/18,5,5,2018
1426178,AL,,,5/3/18,4,2,2018
1426178,AL,,,5/7/18,5,5,2018
1426178,AL,,,5/7/18,6,3,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/1/18,6,6,2018
1426178,AL,,,5/12/18,1,0,2018
1426178,AL,,,4/26/18,6,6,2018
1426178,AL,,,5/7/18,5,3,2018
1426178,AL,,,5/7/18,6,5,2018
1426178,AL,,,5/7/18,6,4,2018
1426178,AL,,,5/2/18,6,6,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/4/18,3,0,2018
1426178,AL,,,5/3/18,6,0,2018
1426178,AL,,,5/7/18,5,1,2018
1426178,AL,,,5/12/18,3,3,2018
1426178,AL,,,4/29/18,6,6,2018
1426178,AL,,,5/4/18,6,5,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/4/18,6,6,2018
1426178,AL,,,4/30/18,5,5,2018
1426178,AL,,,5/4/18,5,5,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/4/18,5,4,2018
1426178,AL,,,5/12/18,4,4,2018
1426178,AL,,,5/10/18,4,4,2018
1426178,AL,,,5/12/18,5,3,2018
1426178,AL,,,5/7/18,5,5,2018
1426178,AL,,,6/1/18,3,3,2018
1426178,AL,,,5/1/18,5,5,2018
1426178,AL,,,5/18/18,2,0,2018
1426178,AL,,,5/18/18,5,4,2018
1426178,AL,,,5/7/18,6,5,2018
1426178,AL,,,5/18/18,2,0,2018
1426178,AL,,,5/10/18,4,0,2018
1426178,AL,,,5/18/18,4,1,2018
1426178,AL,,,5/19/18,1,0,2018
1426178,AL,,,5/16/18,3,3,2018
1426178,AL,,,5/7/18,6,6,2018
1426178,AL,,,5/9/18,4,4,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/9/18,5,2,2018
1426178,AL,,,5/4/18,6,4,2018
1426178,AL,,,5/3/18,5,5,2018
1426178,AL,,,5/28/18,3,3,2018
1426178,AL,,,4/19/18,5,5,2018
1426178,AL,,,4/30/18,6,5,2018
1426178,AL,,,5/15/18,5,5,2018
1426178,AL,,,5/15/18,5,5,2018
1426178,AL,,,5/16/18,3,3,2018
1426178,AL,,,5/3/18,6,6,2018
1426178,AL,,,5/11/18,5,4,2018
1426178,AL,,,5/1/18,6,6,2018
1426178,AL,,,4/30/18,6,5,2018
1426178,AL,,,5/7/18,5,4,2018
1426178,AL,,,5/9/18,6,6,2018
1426178,AL,,,5/3/18,6,2,2018
1426178,AL,,,5/2/18,6,5,2018
1426178,AL,,,5/3/18,6,0,2018
1426178,AL,,,4/19/18,4,4,2018
1426178,AL,,,5/7/18,7,5,2018
1426178,AL,,,5/7/18,7,7,2018
1426178,AL,,,4/26/18,6,4,2018
1426178,AL,,,5/1/18,5,5,2018
1426178,AL,,,5/4/18,5,5,2018
1426178,AL,,,5/2/18,6,4,2018
1426178,AL,,,5/4/18,6,6,2018
1426178,AL,,,5/9/18,4,0,2018
1426178,AL,,,5/7/18,5,5,2018
1426178,AL,,,5/2/18,5,5,2018
1426178,AL,,,5/7/18,5,5,2018
1426178,AL,,,5/8/18,3,2,2018
1426178,AL,,,5/3/18,6,6,2018
1426178,AL,,,5/16/18,5,0,2018
1426178,AL,,,4/30/18,6,5,2018
1426178,AL,,,5/3/18,6,6,2018
1426178,AL,,,4/30/18,6,6,2018
1426178,AL,,,5/1/18,7,7,2018
1426178,AL,,,5/11/18,4,4,2018
1426178,AL,,,5/3/18,5,5,2018
1426178,AL,,,5/8/18,4,4,2018
1426178,AL,,,5/12/18,5,1,2018
1426178,AL,,,5/7/18,5,5,2018
1426178,AL,,,5/4/18,3,3,2018
1426178,AL,,,5/4/18,5,5,2018
1426178,AL,,,5/1/18,7,7,2018
1426178,AL,,,5/1/18,5,5,2018
1426178,AL,,,4/27/18,5,4,2018
1426178,AL,,,5/10/18,5,3,2018
1426178,AL,,,5/4/18,5,0,2018
1426178,AL,,,5/22/18,4,4,2018
1426178,AL,,,5/2/18,4,4,2018
1426178,AL,,,4/29/18,6,6,2018
1426178,AL,,,5/7/18,6,6,2018
1426178,AL,,,4/19/18,5,5,2018
1426178,AL,,,5/4/18,6,6,2018
1426178,AL,,,4/30/18,5,4,2018
1426178,AL,,,5/2/18,3,3,2018
1426178,AL,,,5/12/18,5,4,2018
1426178,AL,,,5/3/18,7,7,2018
1426178,AL,,,5/2/18,6,4,2018
1426178,AL,,,5/3/18,5,5,2018
1426178,AL,,,4/28/18,7,7,2018
1426178,AL,,,5/7/18,5,5,2018
1426178,AL,,,5/2/18,4,4,2018
1426178,AL,,,4/19/18,5,5,2018
153003,AL,ASY,ASY,5/5/18,5,5,2018
153003,AL,ASY,,5/4/18,5,4,2018
153003,AL,ASY,ASY,5/3/18,6,5,2018
153003,AL,ASY,ASY,4/30/18,5,0,2018
153003,AL,ASY,ASY,4/28/18,6,5,2018
153003,AL,ASY,ASY,4/21/18,5,3,2018
153003,AL,ASY,ASY,4/23/18,5,5,2018
153003,AL,ASY,ASY,4/18/18,6,6,2018
153003,AL,ASY,ASY,5/6/18,5,4,2018
153003,AL,ASY,ASY,5/6/18,5,5,2018
153003,AL,ASY,ASY,5/5/18,5,5,2018
1426178,AL,,,5/29/19,5,0,2019
1426178,AL,,,5/8/19,4,3,2019
1426178,AL,,,4/18/19,3,3,2019
1426178,AL,,,5/2/19,5,4,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,5/1/19,5,5,2019
1426178,AL,,,5/16/19,5,5,2019
1426178,AL,,,5/9/19,5,5,2019
1426178,AL,,,5/8/19,5,0,2019
1426178,AL,,,5/17/19,2,2,2019
1426178,AL,,,5/9/19,4,0,2019
1426178,AL,,,5/7/19,5,4,2019
1426178,AL,,,5/4/19,5,5,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,4/30/19,6,6,2019
1426178,AL,,,4/30/19,5,5,2019
1426178,AL,,,5/16/19,5,2,2019
1426178,AL,,,4/27/19,6,6,2019
1426178,AL,,,5/18/19,4,4,2019
1426178,AL,,,4/30/19,5,4,2019
1426178,AL,,,4/29/19,6,1,2019
1426178,AL,,,4/21/19,7,0,2019
1426178,AL,,,5/29/19,2,0,2019
1426178,AL,,,5/2/19,5,3,2019
1426178,AL,,,5/6/19,6,3,2019
1426178,AL,,,5/21/19,5,4,2019
1426178,AL,,,5/1/19,3,3,2019
1426178,AL,,,5/1/19,6,3,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,4/15/19,6,5,2019
1426178,AL,,,4/16/19,5,5,2019
1426178,AL,,,5/22/19,5,5,2019
1426178,AL,,,5/15/19,5,4,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,4/25/19,6,6,2019
1426178,AL,,,5/7/19,5,3,2019
1426178,AL,,,5/7/19,4,4,2019
1426178,AL,,,5/9/19,4,3,2019
1426178,AL,,,5/21/19,4,4,2019
1426178,AL,,,4/26/19,5,5,2019
1426178,AL,,,5/2/19,6,5,2019
1426178,AL,,,6/6/19,4,4,2019
1426178,AL,,,4/26/19,5,5,2019
1426178,AL,,,5/24/19,5,5,2019
1426178,AL,,,4/18/19,5,1,2019
1426178,AL,,,4/30/19,6,6,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,5/2/19,4,3,2019
1426178,AL,,,5/21/19,4,4,2019
1426178,AL,,,5/6/19,6,6,2019
1426178,AL,,,5/21/19,5,3,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,4/28/19,5,3,2019
1426178,AL,,,4/17/19,5,3,2019
1426178,AL,,,5/7/19,3,2,2019
1426178,AL,,,5/10/19,2,0,2019
1426178,AL,,,5/3/19,6,6,2019
1426178,AL,,,4/27/19,5,5,2019
1426178,AL,,,4/29/19,6,3,2019
1426178,AL,,,4/26/19,5,4,2019
1426178,AL,,,5/7/19,5,4,2019
1426178,AL,,,4/16/19,6,6,2019
1426178,AL,,,5/7/19,4,2,2019
1426178,AL,,,4/16/19,5,5,2019
1426178,AL,,,5/11/19,6,3,2019
1426178,AL,,,5/9/19,5,5,2019
1426178,AL,,,5/7/19,5,2,2019
1426178,AL,,,5/11/19,5,5,2019
1426178,AL,,,5/2/19,6,0,2019
1426178,AL,,,5/3/19,4,4,2019
1426178,AL,,,4/27/19,5,0,2019
1426178,AL,,,6/1/19,4,4,2019
1426178,AL,,,4/30/19,5,5,2019
1426178,AL,,,4/8/19,4,0,2019
1426178,AL,,,5/3/19,4,0,2019
1426178,AL,,,5/18/19,4,4,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,4/23/19,5,5,2019
1426178,AL,,,5/2/19,5,4,2019
1426178,AL,,,4/15/19,6,6,2019
1426178,AL,,,#DIV/0!,5,5,2019
1426178,AL,,,4/24/19,4,4,2019
1426178,AL,,,4/29/19,6,6,2019
1426178,AL,,,4/30/19,7,7,2019
1426178,AL,,,4/30/19,6,6,2019
1426178,AL,,,4/27/19,7,6,2019
1426178,AL,,,5/7/19,5,4,2019
1426178,AL,,,4/27/19,6,6,2019
1426178,AL,,,4/27/19,6,5,2019
1426178,AL,,,5/3/19,6,3,2019
1426178,AL,,,5/1/19,6,6,2019
1426178,AL,,,4/30/19,5,3,2019
1426178,AL,,,4/29/19,6,5,2019
1426178,AL,,,4/16/19,5,5,2019
1426178,AL,,,5/9/19,5,4,2019
1426178,AL,,,4/23/19,5,4,2019
1426178,AL,,,5/2/19,7,7,2019
1426178,AL,,,4/18/19,5,3,2019
1426178,AL,,,4/30/19,5,4,2019
1426178,AL,,,5/3/19,6,6,2019
1426178,AL,,,5/7/19,5,5,2019
1426178,AL,,,4/16/19,5,5,2019
1426178,AL,,,5/3/19,3,3,2019
1426178,AL,,,4/23/19,5,5,2019
1426178,AL,,,4/30/19,6,5,2019
1426178,AL,,,4/17/19,5,5,2019
1426178,AL,,,4/15/19,6,3,2019
1426178,AL,,,4/16/19,7,0,2019
1426178,AL,,,4/18/19,5,5,2019
1426178,AL,,,4/29/19,6,5,2019
1426178,AL,,,5/2/19,6,6,2019
1426178,AL,,,5/1/19,5,5,2019
1426178,AL,,,4/18/19,5,4,2019
1426178,AL,,,4/15/19,6,5,2019
1426178,AL,,,4/25/19,5,5,2019
1426178,AL,,,5/7/19,4,4,2019
1426178,AL,,,5/1/19,6,6,2019
1426178,AL,,,5/1/19,5,5,2019
1426178,AL,,,5/16/19,3,3,2019
1426178,AL,,,5/17/19,5,5,2019
1426178,AL,,,4/23/19,6,6,2019
1426178,AL,,,4/16/19,5,4,2019
1426178,AL,,,4/24/19,6,6,2019
1426178,AL,,,4/30/19,5,5,2019
1426178,AL,,,4/15/19,5,5,2019
1426178,AL,,,4/15/19,6,6,2019
1426178,AL,,,5/1/19,6,0,2019
1426178,AL,,,6/5/19,5,4,2019
1426178,AL,,,5/1/19,4,1,2019
1426178,AL,,,4/23/19,5,3,2019
1426178,AL,,,4/27/19,5,3,2019
1426178,AL,,,5/9/19,5,4,2019
1426178,AL,,,4/30/19,4,2,2019
1426178,AL,,,4/22/19,6,4,2019
1426178,AL,,,4/30/19,5,5,2019
1426178,AL,,,5/6/19,5,5,2019
1426178,AL,,,4/14/19,6,5,2019
1426178,AL,,,5/15/19,3,2,2019
1426178,AL,,,4/19/19,5,5,2019
1426178,AL,,,4/18/19,6,5,2019
1426178,AL,,,4/15/19,5,5,2019
1426178,AL,,,5/1/19,4,3,2019
1426178,AL,,,4/27/20,5,4,2020
1426178,AL,,,5/10/20,5,4,2020
1426178,AL,,,4/10/20,5,0,2020
1426178,AL,,,5/20/20,4,2,2020
1426178,AL,,,4/28/20,2,0,2020
1426178,AL,,,5/14/20,5,4,2020
1426178,AL,,,4/10/20,5,0,2020
1426178,AL,,,4/15/20,4,1,2020
1426178,AL,,,4/10/20,5,5,2020
1426178,AL,,,4/29/20,5,2,2020
1426178,AL,,,4/27/20,5,5,2020
1426178,AL,,,5/4/20,5,5,2020
1426178,AL,,,4/26/20,6,3,2020
1426178,AL,,,5/22/20,4,3,2020
1426178,AL,,,5/1/20,5,0,2020
1426178,AL,,,6/1/20,4,2,2020
1426178,AL,,,4/18/20,6,1,2020
1426178,AL,,,4/27/20,4,2,2020
1426178,AL,,,5/27/20,4,0,2020
1426178,AL,,,4/11/20,5,5,2020
1426178,AL,,,4/11/20,5,4,2020
1426178,AL,,,4/27/20,5,4,2020
1426178,AL,,,4/30/20,5,5,2020
1426178,AL,,,4/11/20,5,4,2020
1426178,AL,,,4/8/20,7,1,2020
1426178,AL,,,4/26/20,6,5,2020
1426178,AL,,,4/28/20,5,5,2020
1426178,AL,,,4/13/20,4,3,2020
1426178,AL,,,4/12/20,5,2,2020
1426178,AL,,,4/30/20,3,0,2020
1426178,AL,,,5/26/20,4,3,2020
1426178,AL,,,5/6/20,5,5,2020
1426178,AL,,,5/5/20,5,2,2020
1426178,AL,,,5/11/20,5,0,2020
1426178,AL,,,5/27/20,4,4,2020
1426178,AL,,,4/16/20,5,3,2020
1426178,AL,,,5/22/20,2,2,2020
1426178,AL,,,4/28/20,6,4,2020
1426178,AL,,,4/21/20,6,6,2020
1426178,AL,,,5/7/20,4,4,2020
1426178,AL,,,5/18/20,5,3,2020
1426178,AL,,,5/6/20,5,3,2020
1426178,AL,,,5/20/20,4,4,2020
1426178,AL,,,4/20/20,6,1,2020
1426178,AL,,,4/29/20,5,0,2020
1426178,AL,,,5/20/20,3,0,2020
1426178,AL,,,4/29/20,5,0,2020
1426178,AL,,,4/10/20,6,5,2020
